earner_id,city_id,date,trips_count,rides_distance_km,rides_duration_mins,rides_gross_fare,rides_net_earnings,rides_tips,orders_count,eats_distance_km,eats_duration_mins,eats_delivery_fee,eats_net_earnings,eats_tips,total_jobs,total_net_earnings,total_tips,week,estimated_active_hours,eph
E10003,3,2023-03-31,1,2.89,19,7.23,5.42,9.09,0,0.0,0,0.0,0.0,0.0,1,5.42,9.09,2023-W13,0.5,10.84
E10003,3,2023-04-01,1,3.77,41,7.85,5.89,0.0,0,0.0,0,0.0,0.0,0.0,1,5.89,0.0,2023-W13,0.5,11.78
E10003,3,2023-04-02,1,6.15,7,10.8,8.1,0.0,0,0.0,0,0.0,0.0,0.0,1,8.1,0.0,2023-W13,0.5,16.2
E10003,3,2023-04-10,1,7.49,18,24.95,18.71,1.16,0,0.0,0,0.0,0.0,0.0,1,18.71,1.16,2023-W15,0.5,37.42
E10003,3,2023-04-11,1,8.36,24,15.0,11.25,0.12,0,0.0,0,0.0,0.0,0.0,1,11.25,0.12,2023-W15,0.5,22.5
E10003,4,2023-02-28,1,6.21,37,12.07,9.05,0.0,0,0.0,0,0.0,0.0,0.0,1,9.05,0.0,2023-W09,0.5,18.1
E10003,4,2023-04-07,1,3.36,15,7.37,5.53,0.0,0,0.0,0,0.0,0.0,0.0,1,5.53,0.0,2023-W14,0.5,11.06
E10003,5,2023-03-17,1,10.01,9,16.1,12.07,0.0,0,0.0,0,0.0,0.0,0.0,1,12.07,0.0,2023-W11,0.5,24.14
E10004,1,2023-01-13,1,5.01,29,9.55,7.16,0.0,0,0.0,0,0.0,0.0,0.0,1,7.16,0.0,2023-W02,0.5,14.32
E10004,1,2023-01-19,1,7.03,39,13.31,9.98,0.0,0,0.0,0,0.0,0.0,0.0,1,9.98,0.0,2023-W03,0.5,19.96
E10004,1,2023-01-21,1,9.2,11,15.64,11.73,0.0,0,0.0,0,0.0,0.0,0.0,1,11.73,0.0,2023-W03,0.5,23.46
E10004,1,2023-02-16,1,9.09,27,20.85,15.64,0.0,0,0.0,0,0.0,0.0,0.0,1,15.64,0.0,2023-W07,0.5,31.28
E10004,1,2023-03-09,2,12.57,70,23.15,17.37,0.0,0,0.0,0,0.0,0.0,0.0,2,17.37,0.0,2023-W10,1.0,17.37
E10004,1,2023-03-25,1,1.2,14,5.01,3.76,0.0,0,0.0,0,0.0,0.0,0.0,1,3.76,0.0,2023-W12,0.5,7.52
E10004,1,2023-03-30,1,8.79,38,19.82,14.86,0.0,0,0.0,0,0.0,0.0,0.0,1,14.86,0.0,2023-W13,0.5,29.72
E10004,1,2023-04-02,1,5.83,41,12.95,9.71,0.0,0,0.0,0,0.0,0.0,0.0,1,9.71,0.0,2023-W13,0.5,19.42
E10004,1,2023-04-29,1,9.02,23,14.37,10.78,0.0,0,0.0,0,0.0,0.0,0.0,1,10.78,0.0,2023-W17,0.5,21.56
E10004,1,2023-04-30,1,3.17,29,7.61,5.71,0.0,0,0.0,0,0.0,0.0,0.0,1,5.71,0.0,2023-W17,0.5,11.42
E10004,2,2023-02-26,1,8.41,37,16.37,12.28,0.01,0,0.0,0,0.0,0.0,0.0,1,12.28,0.01,2023-W08,0.5,24.56
E10004,3,2023-02-15,1,8.45,34,20.39,15.29,0.0,0,0.0,0,0.0,0.0,0.0,1,15.29,0.0,2023-W07,0.5,30.58
E10004,3,2023-04-08,1,6.68,17,23.53,17.65,0.0,0,0.0,0,0.0,0.0,0.0,1,17.65,0.0,2023-W14,0.5,35.3
E10004,3,2023-04-30,1,1.2,21,5.34,4.0,0.0,0,0.0,0,0.0,0.0,0.0,1,4.0,0.0,2023-W17,0.5,8.0
E10004,4,2023-02-07,1,2.25,23,4.49,3.37,0.0,0,0.0,0,0.0,0.0,0.0,1,3.37,0.0,2023-W06,0.5,6.74
E10004,4,2023-03-04,1,8.57,20,18.75,14.06,0.0,0,0.0,0,0.0,0.0,0.0,1,14.06,0.0,2023-W09,0.5,28.12
E10004,5,2023-01-11,1,5.75,19,13.93,10.45,0.0,0,0.0,0,0.0,0.0,0.0,1,10.45,0.0,2023-W02,0.5,20.9
E10004,5,2023-04-23,1,7.6,34,15.74,11.8,0.0,0,0.0,0,0.0,0.0,0.0,1,11.8,0.0,2023-W16,0.5,23.6
E10005,2,2023-03-13,1,4.94,25,8.27,6.2,0.0,0,0.0,0,0.0,0.0,0.0,1,6.2,0.0,2023-W11,0.5,12.4
E10005,4,2023-01-02,1,5.91,10,12.08,9.06,3.83,0,0.0,0,0.0,0.0,0.0,1,9.06,3.83,2023-W01,0.5,18.12
E10005,5,2023-01-14,1,6.37,13,18.73,14.05,0.0,0,0.0,0,0.0,0.0,0.0,1,14.05,0.0,2023-W02,0.5,28.1
E10005,5,2023-01-18,1,8.95,7,20.52,15.39,0.0,0,0.0,0,0.0,0.0,0.0,1,15.39,0.0,2023-W03,0.5,30.78
E10005,5,2023-01-22,1,8.74,29,18.63,13.97,0.0,0,0.0,0,0.0,0.0,0.0,1,13.97,0.0,2023-W03,0.5,27.94
E10005,5,2023-02-05,1,11.08,32,22.23,16.67,0.0,0,0.0,0,0.0,0.0,0.0,1,16.67,0.0,2023-W05,0.5,33.34
E10005,5,2023-02-14,1,8.94,26,17.65,13.24,0.0,0,0.0,0,0.0,0.0,0.0,1,13.24,0.0,2023-W07,0.5,26.48
E10005,5,2023-02-19,1,4.17,19,7.25,5.44,0.0,0,0.0,0,0.0,0.0,0.0,1,5.44,0.0,2023-W07,0.5,10.88
E10005,5,2023-02-20,1,7.62,28,14.12,10.59,0.0,0,0.0,0,0.0,0.0,0.0,1,10.59,0.0,2023-W08,0.5,21.18
E10005,5,2023-02-27,1,10.75,23,17.94,13.45,0.0,0,0.0,0,0.0,0.0,0.0,1,13.45,0.0,2023-W09,0.5,26.9
E10005,5,2023-02-28,1,8.18,16,19.35,14.51,0.0,0,0.0,0,0.0,0.0,0.0,1,14.51,0.0,2023-W09,0.5,29.02
E10005,5,2023-03-14,1,9.45,32,15.37,11.53,0.93,0,0.0,0,0.0,0.0,0.0,1,11.53,0.93,2023-W11,0.5,23.06
E10005,5,2023-03-29,1,7.14,8,11.85,8.89,0.0,0,0.0,0,0.0,0.0,0.0,1,8.89,0.0,2023-W13,0.5,17.78
E10005,5,2023-04-05,1,9.01,41,17.76,13.32,0.0,0,0.0,0,0.0,0.0,0.0,1,13.32,0.0,2023-W14,0.5,26.64
E10005,5,2023-04-20,3,21.47,54,43.42,32.56,0.0,0,0.0,0,0.0,0.0,0.0,3,32.56,0.0,2023-W16,1.5,21.706666666666667
E10005,5,2023-04-21,1,4.03,13,6.42,4.82,0.0,0,0.0,0,0.0,0.0,0.0,1,4.82,0.0,2023-W16,0.5,9.64
E10005,5,2023-04-23,1,7.04,17,16.22,12.16,0.0,0,0.0,0,0.0,0.0,0.0,1,12.16,0.0,2023-W16,0.5,24.32
E10005,5,2023-04-26,1,4.08,36,9.19,6.89,0.0,0,0.0,0,0.0,0.0,0.0,1,6.89,0.0,2023-W17,0.5,13.78
E10005,5,2023-04-27,1,1.65,37,3.39,2.54,0.0,0,0.0,0,0.0,0.0,0.0,1,2.54,0.0,2023-W17,0.5,5.08
E10005,5,2023-04-29,2,8.4,61,18.6,13.96,0.0,0,0.0,0,0.0,0.0,0.0,2,13.96,0.0,2023-W17,1.0,13.96
E10005,5,2023-04-30,1,7.36,13,10.57,7.93,1.14,0,0.0,0,0.0,0.0,0.0,1,7.93,1.14,2023-W17,0.5,15.86
E10006,3,2023-03-03,1,3.35,41,6.33,4.75,0.0,0,0.0,0,0.0,0.0,0.0,1,4.75,0.0,2023-W09,0.5,9.5
E10006,5,2023-01-22,2,5.42,20,12.74,9.55,0.0,0,0.0,0,0.0,0.0,0.0,2,9.55,0.0,2023-W03,1.0,9.55
E10006,5,2023-01-30,1,2.55,11,4.36,3.27,2.42,0,0.0,0,0.0,0.0,0.0,1,3.27,2.42,2023-W05,0.5,6.54
E10006,5,2023-02-07,1,5.18,34,8.6,6.45,1.79,0,0.0,0,0.0,0.0,0.0,1,6.45,1.79,2023-W06,0.5,12.9
E10006,5,2023-02-14,1,5.16,32,9.8,7.35,0.0,0,0.0,0,0.0,0.0,0.0,1,7.35,0.0,2023-W07,0.5,14.7
E10006,5,2023-03-12,1,8.68,23,14.41,10.81,0.53,0,0.0,0,0.0,0.0,0.0,1,10.81,0.53,2023-W10,0.5,21.62
E10006,5,2023-03-21,1,5.16,40,11.69,8.77,0.0,0,0.0,0,0.0,0.0,0.0,1,8.77,0.0,2023-W12,0.5,17.54
E10006,5,2023-04-01,1,9.18,23,21.51,16.13,0.0,0,0.0,0,0.0,0.0,0.0,1,16.13,0.0,2023-W13,0.5,32.26
E10006,5,2023-04-15,1,5.76,13,12.1,9.08,0.0,0,0.0,0,0.0,0.0,0.0,1,9.08,0.0,2023-W15,0.5,18.16
E10006,5,2023-04-24,1,7.85,32,14.57,10.93,0.0,0,0.0,0,0.0,0.0,0.0,1,10.93,0.0,2023-W17,0.5,21.86
E10007,1,2023-03-13,1,7.88,36,13.39,10.04,0.0,0,0.0,0,0.0,0.0,0.0,1,10.04,0.0,2023-W11,0.5,20.08
E10007,2,2023-01-02,1,7.86,31,12.84,9.63,0.0,0,0.0,0,0.0,0.0,0.0,1,9.63,0.0,2023-W01,0.5,19.26
E10007,2,2023-01-12,1,6.5,41,14.35,10.76,0.0,0,0.0,0,0.0,0.0,0.0,1,10.76,0.0,2023-W02,0.5,21.52
E10007,2,2023-01-25,1,1.4,37,2.95,2.21,0.0,0,0.0,0,0.0,0.0,0.0,1,2.21,0.0,2023-W04,0.5,4.42
E10007,2,2023-01-26,1,6.17,26,11.35,8.51,0.0,0,0.0,0,0.0,0.0,0.0,1,8.51,0.0,2023-W04,0.5,17.02
E10007,2,2023-02-07,1,4.6,39,9.08,6.81,0.0,0,0.0,0,0.0,0.0,0.0,1,6.81,0.0,2023-W06,0.5,13.62
E10007,2,2023-02-18,1,5.09,27,11.46,8.6,0.0,0,0.0,0,0.0,0.0,0.0,1,8.6,0.0,2023-W07,0.5,17.2
E10007,2,2023-02-26,1,9.68,12,17.78,13.34,0.03,0,0.0,0,0.0,0.0,0.0,1,13.34,0.03,2023-W08,0.5,26.68
E10007,2,2023-03-10,1,7.1,17,11.6,8.7,0.0,0,0.0,0,0.0,0.0,0.0,1,8.7,0.0,2023-W10,0.5,17.4
E10007,2,2023-03-15,1,2.82,12,7.35,5.51,0.0,0,0.0,0,0.0,0.0,0.0,1,5.51,0.0,2023-W11,0.5,11.02
E10007,2,2023-03-17,1,7.36,31,11.24,8.43,0.0,0,0.0,0,0.0,0.0,0.0,1,8.43,0.0,2023-W11,0.5,16.86
E10007,2,2023-03-31,1,7.38,36,12.59,9.44,0.0,0,0.0,0,0.0,0.0,0.0,1,9.44,0.0,2023-W13,0.5,18.88
E10007,2,2023-04-04,1,1.71,28,3.56,2.67,0.0,0,0.0,0,0.0,0.0,0.0,1,2.67,0.0,2023-W14,0.5,5.34
E10007,2,2023-04-06,1,6.92,8,22.56,16.92,0.0,0,0.0,0,0.0,0.0,0.0,1,16.92,0.0,2023-W14,0.5,33.84
E10007,2,2023-04-09,1,6.92,10,21.02,15.76,0.0,0,0.0,0,0.0,0.0,0.0,1,15.76,0.0,2023-W14,0.5,31.52
E10007,2,2023-04-20,1,3.35,27,6.04,4.53,0.18,0,0.0,0,0.0,0.0,0.0,1,4.53,0.18,2023-W16,0.5,9.06
E10007,2,2023-04-21,1,4.16,19,7.44,5.58,0.0,0,0.0,0,0.0,0.0,0.0,1,5.58,0.0,2023-W16,0.5,11.16
E10007,2,2023-04-22,1,10.03,14,25.7,19.28,5.07,0,0.0,0,0.0,0.0,0.0,1,19.28,5.07,2023-W16,0.5,38.56
E10007,5,2023-04-03,1,5.18,24,10.59,7.94,0.0,0,0.0,0,0.0,0.0,0.0,1,7.94,0.0,2023-W14,0.5,15.88
E10008,4,2023-01-07,1,9.14,20,15.85,11.89,0.0,0,0.0,0,0.0,0.0,0.0,1,11.89,0.0,2023-W01,0.5,23.78
E10008,4,2023-01-26,2,11.5,67,29.72,22.29,3.03,0,0.0,0,0.0,0.0,0.0,2,22.29,3.03,2023-W04,1.0,22.29
E10008,4,2023-01-31,1,5.12,8,9.6,7.2,0.0,0,0.0,0,0.0,0.0,0.0,1,7.2,0.0,2023-W05,0.5,14.4
E10008,4,2023-02-06,1,4.96,13,9.68,7.26,0.0,0,0.0,0,0.0,0.0,0.0,1,7.26,0.0,2023-W06,0.5,14.52
E10008,4,2023-02-27,1,4.71,24,9.76,7.32,0.0,0,0.0,0,0.0,0.0,0.0,1,7.32,0.0,2023-W09,0.5,14.64
E10008,4,2023-03-15,1,5.28,16,11.84,8.88,0.0,0,0.0,0,0.0,0.0,0.0,1,8.88,0.0,2023-W11,0.5,17.76
E10008,4,2023-03-17,1,6.95,15,10.5,7.88,0.0,0,0.0,0,0.0,0.0,0.0,1,7.88,0.0,2023-W11,0.5,15.76
E10008,4,2023-04-10,1,8.81,33,16.33,12.25,0.0,0,0.0,0,0.0,0.0,0.0,1,12.25,0.0,2023-W15,0.5,24.5
E10008,4,2023-04-18,1,9.71,15,28.49,21.37,0.0,0,0.0,0,0.0,0.0,0.0,1,21.37,0.0,2023-W16,0.5,42.74
E10008,4,2023-04-23,1,7.74,22,16.33,12.25,0.0,0,0.0,0,0.0,0.0,0.0,1,12.25,0.0,2023-W16,0.5,24.5
E10008,4,2023-04-24,1,7.82,23,15.53,11.65,0.0,0,0.0,0,0.0,0.0,0.0,1,11.65,0.0,2023-W17,0.5,23.3
E10008,5,2023-01-13,1,4.59,19,8.33,6.25,0.0,0,0.0,0,0.0,0.0,0.0,1,6.25,0.0,2023-W02,0.5,12.5
E10008,5,2023-01-17,1,1.2,7,3.02,2.26,0.0,0,0.0,0,0.0,0.0,0.0,1,2.26,0.0,2023-W03,0.5,4.52
E10009,2,2023-01-03,2,16.99,46,36.89,27.67,0.0,0,0.0,0,0.0,0.0,0.0,2,27.67,0.0,2023-W01,1.0,27.67
E10009,2,2023-01-12,1,3.33,28,7.07,5.3,0.0,0,0.0,0,0.0,0.0,0.0,1,5.3,0.0,2023-W02,0.5,10.6
E10009,2,2023-01-14,1,3.39,19,6.45,4.84,0.0,0,0.0,0,0.0,0.0,0.0,1,4.84,0.0,2023-W02,0.5,9.68
E10009,2,2023-01-30,1,4.48,17,7.94,5.96,0.0,0,0.0,0,0.0,0.0,0.0,1,5.96,0.0,2023-W05,0.5,11.92
E10009,2,2023-02-18,1,6.95,22,12.23,9.17,0.0,0,0.0,0,0.0,0.0,0.0,1,9.17,0.0,2023-W07,0.5,18.34
E10009,2,2023-03-08,1,7.88,16,15.06,11.3,0.0,0,0.0,0,0.0,0.0,0.0,1,11.3,0.0,2023-W10,0.5,22.6
E10009,2,2023-03-11,1,7.55,18,13.24,9.93,0.0,0,0.0,0,0.0,0.0,0.0,1,9.93,0.0,2023-W10,0.5,19.86
E10009,2,2023-04-12,1,3.56,26,7.24,5.43,0.0,0,0.0,0,0.0,0.0,0.0,1,5.43,0.0,2023-W15,0.5,10.86
E10009,2,2023-04-30,1,5.5,24,9.61,7.21,0.0,0,0.0,0,0.0,0.0,0.0,1,7.21,0.0,2023-W17,0.5,14.42
E10010,1,2023-01-02,1,5.82,33,10.05,7.54,0.0,0,0.0,0,0.0,0.0,0.0,1,7.54,0.0,2023-W01,0.5,15.08
E10010,1,2023-01-16,3,21.06,100,40.06,30.04,2.14,0,0.0,0,0.0,0.0,0.0,3,30.04,2.14,2023-W03,1.5,20.026666666666667
E10010,1,2023-02-01,1,7.79,33,13.91,10.43,0.0,0,0.0,0,0.0,0.0,0.0,1,10.43,0.0,2023-W05,0.5,20.86
E10010,1,2023-02-03,1,7.82,34,13.04,9.78,0.0,0,0.0,0,0.0,0.0,0.0,1,9.78,0.0,2023-W05,0.5,19.56
E10010,1,2023-02-06,1,7.12,41,16.76,12.57,0.0,0,0.0,0,0.0,0.0,0.0,1,12.57,0.0,2023-W06,0.5,25.14
E10010,1,2023-02-09,1,4.13,9,7.42,5.56,0.0,0,0.0,0,0.0,0.0,0.0,1,5.56,0.0,2023-W06,0.5,11.12
E10010,1,2023-02-12,1,8.59,21,15.04,11.28,0.0,0,0.0,0,0.0,0.0,0.0,1,11.28,0.0,2023-W06,0.5,22.56
E10010,1,2023-02-15,1,3.66,35,6.83,5.12,0.0,0,0.0,0,0.0,0.0,0.0,1,5.12,0.0,2023-W07,0.5,10.24
E10010,1,2023-02-21,1,6.96,33,11.39,8.54,0.0,0,0.0,0,0.0,0.0,0.0,1,8.54,0.0,2023-W08,0.5,17.08
E10010,1,2023-02-28,1,4.73,10,13.29,9.97,0.0,0,0.0,0,0.0,0.0,0.0,1,9.97,0.0,2023-W09,0.5,19.94
E10010,1,2023-03-06,1,3.55,10,6.26,4.7,0.0,0,0.0,0,0.0,0.0,0.0,1,4.7,0.0,2023-W10,0.5,9.4
E10010,1,2023-03-18,1,6.95,9,12.0,9.0,0.0,0,0.0,0,0.0,0.0,0.0,1,9.0,0.0,2023-W11,0.5,18.0
E10010,1,2023-03-25,1,6.52,27,11.86,8.9,0.0,0,0.0,0,0.0,0.0,0.0,1,8.9,0.0,2023-W12,0.5,17.8
